"Phecode","Number of Schizophrenia Patients","Number of Non-Schizophrenic Participants","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"252.1",90,46,1.99642861057198,0.000137369188183346,1.39930093813857,2.84837027438317,"Hyperparathyroidism"
"252.2",5,4,1.26049200450622,0.730023586484968,0.338471512599583,4.69416194355989,"Hypoparathyroidism"
"253",6,1,6.18628887843997,0.0917059120022552,0.744136242057557,51.4289829261534,"Disorders of the pituitary gland and its hypothalamic control"
"253.1",16,7,2.35050558343805,0.0595136634265713,0.966300753697702,5.7175537498358,"Pituitary hyperfunction"
"253.11",0,0,NA,NA,NA,NA,"Acromegaly and gigantism"
"253.2",21,2,10.506946908919,0.00148107858483211,2.46362754493759,44.8103178476349,"Pituitary hypofunction"
"253.3",45,1,45.2869659276701,0.000162378983107455,6.24255752021077,328.536705716203,"Posterior pituitary disorders"
"253.4",3,0,223185834.703044,0.998203482044061,0,Inf,"Anterior pituitary disorders"
"253.7",3,1,3.01879207020231,0.338661765348938,0.313999153284487,29.0227074429712,"Other disorders of neurohypophysis"
"254",0,0,NA,NA,NA,NA,"Diseases of thymus gland"
"255",0,0,NA,NA,NA,NA,"Disorders of adrenal glands"
"255.1",2,0,231426020.313234,0.998531428072116,0,Inf,"Adrenal hyperfunction"
"255.11",5,2,2.5177022977317,0.269773186312186,0.488451791684564,12.9773807117018,"Cushing's syndrome"
"255.12",2,1,2.0005898387731,0.57126343421536,0.181405694612515,22.0630323185347,"Hyperaldosteronism"
"255.13",0,0,NA,NA,NA,NA,"Medulloadrenal hyperfunction"
"255.2",55,3,18.394855198556,9.03115979418243e-07,5.75476170342208,58.79838561771,"Adrenal hypofunction"
"255.21",5,1,4.98619657322568,0.1424619146826,0.58253790479867,42.6790360971275,"Glucocorticoid deficiency"
"255.3",3,1,2.99663302068545,0.341881938277505,0.31170975679231,28.8082399250838,"Adrenogenital disorders"
"255.9",13,3,4.44882136060086,0.0198227678522782,1.26729186318155,15.6175637779686,"Other disorders of adrenal glands"
"256",4,5,0.802267364182138,0.742596174361331,0.21542917547654,2.98767760777066,"Ovarian dysfunction"
"256.1",0,0,NA,NA,NA,NA,"Hyperestrogenism"
"256.4",61,37,1.66482855717092,0.0144494548464306,1.10657198929556,2.50472102274722,"Polycystic ovaries"
"257",0,0,NA,NA,NA,NA,"Testicular dysfunction"
"257.1",1,0,237912292.474424,0.99896069376791,0,Inf,"Testicular hypofunction"
"258",0,2,4.62678984547136e-09,0.998535577499795,0,Inf,"Iatrogenic endocrine disorders"
"258.1",1,2,0.498882134354617,0.570184747450593,0.0452368677904883,5.50178197860439,"Postablative ovarian failure"
"259",31,16,1.97041054098239,0.0276023385791031,1.07766264620842,3.60272086415401,"Other endocrine disorders"
"259.1",5,0,217498131.659818,0.99768347613906,0,Inf,"Nonspecific abnormal results of other endocrine function study"
"259.2",0,0,NA,NA,NA,NA,"Carcinoid syndrome"
"259.3",0,0,NA,NA,NA,NA,"Delay in sexual development and puberty NEC"
"259.4",0,0,NA,NA,NA,NA,"Precocious sexual development and puberty NEC"
"259.8",2,0,217595222.993257,0.998535010068101,0,Inf,"Polyglandular dysfunction and related disorders"
"260",272,25,11.0473015423336,1.41802530172499e-30,7.33425155468811,16.6401261883683,"Protein-calorie malnutrition"
"260.1",23,2,11.4875734823199,0.000927995526027905,2.7084073553165,48.7239647509662,"Cachexia"
"260.2",72,11,6.63855880613802,5.02760842870831e-09,3.5194322982316,12.5220374447028,"severe protein-calorie malnutrition"
"260.21",0,0,NA,NA,NA,NA,"Kwashiorkor"
"260.22",0,0,NA,NA,NA,NA,"Nutritional marasmus"
"260.3",10,1,9.98437609623814,0.0282401051782485,1.27812083755064,77.9955721731062,"Adult failure to thrive"
"260.5",30,2,15.1022089712714,0.000201278248564685,3.60913947477377,63.1942094247406,"Abnormal loss of weight and underweight"
"260.6",105,9,12.0231308083286,8.12919672692272e-13,6.08601121319487,23.7521209492309,"Anorexia"
"260.7",10,2,5.01038059974974,0.0374853582144831,1.09781252644857,22.8672137997549,"Polyphagia"
"261",9,7,1.29326634440724,0.60986568797209,0.481600260277238,3.47287569282801,"Vitamin deficiency"
"261.1",1,0,217047158.087615,0.998964124584926,0,Inf,"Vitamin A deficiency"
"261.2",255,148,1.75198017074334,5.78907528772926e-08,1.43070223246245,2.14540415820483,"Vitamin B-complex deficiencies"
"261.3",0,0,NA,NA,NA,NA,"Vitamin C deficiencies"
"261.4",638,438,1.4964482999331,8.33110263969333e-11,1.32504345770511,1.6900257130065,"Vitamin D deficiency"
"261.41",4,2,1.99325212760128,0.425756411475117,0.365089605762412,10.8824079937586,"Rickets or osteomalacia"
"262",8,3,2.68147927987012,0.145146648657575,0.711343788041592,10.1080957607974,"Mineral deficiency NEC"
"263",13,5,2.62898997564656,0.0663190350858031,0.936958212040911,7.37662384856531,"Other nutritional deficiency"
"264",5,0,225221308.742247,0.997679929314489,0,Inf,"Lack of normal physiological development"
"264.1",0,0,NA,NA,NA,NA,"Short stature"
"264.2",100,2,50.4621376450027,4.00227489515637e-08,12.4474262124846,204.574607813234,"Failure to thrive"
"264.3",0,0,NA,NA,NA,NA,"Delayed milestones"
"264.9",1,0,218354197.295463,0.998963913157623,0,Inf,"Lack of normal physiological development, unspecified"
"269",51,39,1.32396487185645,0.18715778065818,0.872527578235428,2.00897143612908,"Proteinuria"
"270",0,0,NA,NA,NA,NA,"Protein plasma/amino-acid transport and metabolism disorder"
"270.1",1,0,217288551.162148,0.998964163969661,0,Inf,"Disturbances of amino-acid transport"
"270.11",4,2,2.02601645513684,0.41491010356087,0.371077605711753,11.0616825518534,"Disturbances of sulphur-bearing amino-acid metabolism"
"270.12",0,0,NA,NA,NA,NA,"Phenylketonuria [PKU]"
"270.2",6,1,5.97356164235831,0.0979737087754119,0.719167543794138,49.617698967334,"Amino-acid metabolism disorder"
"270.21",5,0,220224908.952954,0.997681965163422,0,Inf,"Disorders of urea cycle metabolism"
"270.3",6,4,1.50064577203306,0.529480932412779,0.42346683584438,5.317860910242,"Plasma protein metabolism disorder"
"270.31",0,0,NA,NA,NA,NA,"Polyclonal hypergammaglobulinemia"
"270.32",45,26,1.74565896607316,0.0237285444096512,1.07711281605157,2.82916067882504,"Paraproteinemia"
"270.33",5,3,1.67521975303649,0.479891143958256,0.400345374114145,7.00985050014218,"Amyloidosis"
"270.34",1,0,218536401.028463,0.998963769703598,0,Inf,"Alpha-1-antitrypsin deficiency"
"270.35",0,0,NA,NA,NA,NA,"Macroglobulinemia"
"270.38",14,4,3.52507697669058,0.0262747544910135,1.16025643426456,10.7098459656209,"Other specified disorders of plasma protein metabolism"
"271",0,0,NA,NA,NA,NA,"Carbohydrate transport and metabolism disorder"
"271.3",16,18,0.895031248249526,0.746927488881121,0.456367459646986,1.75534192547989,"Disaccharide malabsorption"
"271.9",6,2,3.01084878210707,0.177038540448256,0.607687190922398,14.9175604227492,"Disorders of carbohydrate transport & metabolism"
"272",0,0,NA,NA,NA,NA,"Disorders of lipoid metabolism"
"272.1",3713,2567,1.54659922356549,1.07662664704965e-64,1.47069841774027,1.62641716988358,"Hyperlipidemia"
"272.11",1189,1072,1.12485685524879,0.00521764595675104,1.03572340515321,1.22166105207696,"Hypercholesterolemia"
"272.12",34,42,0.821663264728509,0.394589894833579,0.522753918079444,1.29148820746229,"Hyperglyceridemia"
"272.13",651,680,0.96970127678355,0.574800347389491,0.870872811359944,1.07974500286357,"Mixed hyperlipidemia"
"272.14",4,0,218055523.17725,0.997927935732944,0,Inf,"Hyperchylomicronemia"
"272.9",25,26,0.970677062716288,0.915390388859851,0.560568322157291,1.68081913094465,"Lipoid metabolism disorder NOS"
"274",0,0,NA,NA,NA,NA,"Gout and other crystal arthropathies"
"274.1",144,71,2.06013786020914,6.24360043009e-07,1.55040244918827,2.73746213783987,"Gout"
"274.11",35,23,1.5358227881602,0.109962194515266,0.907493820553131,2.59919305587611,"Gouty arthropathy"
"274.2",0,0,NA,NA,NA,NA,"Crystal arthropathies"
"274.21",3,1,3.21408347057148,0.312273637459547,0.333836451749669,30.9442917382405,"Chondrocalcinosis"
"275",1,0,217100077.236936,0.998964123597392,0,Inf,"Disorders of mineral metabolism"
"275.1",12,7,1.72197774186981,0.25316429057404,0.67793979971192,4.37385051704454,"Iron metabolism disorder"
"275.11",1,0,219641989.949818,0.998963554074141,0,Inf,"Hereditary hemochromatosis"
"275.2",1,0,218630743.529905,0.998963732837034,0,Inf,"Copper metabolism disorder"
"275.3",106,20,5.38848978923981,4.91975453113617e-12,3.341401203645,8.68971441593656,"Magnesium metabolism disorder"
"275.5",18,12,1.50835698067966,0.270099172219079,0.726549895688624,3.13143088267692,"Calcium/phosphorus disorders"
"275.51",31,7,4.52009523401409,0.000313130659277214,1.99011013808476,10.2663970870575,"Hypocalcemia"
"275.53",29,1,29.1794683669919,0.000910774834732226,3.97480136763219,214.209791994584,"Phosphorus metabolism disorder"
"275.6",118,40,2.99216840104137,2.10847508864051e-09,2.09035624125975,4.28303633776553,"Hypercalcemia"
"276",0,0,NA,NA,NA,NA,"Disorders of fluid, electrolyte, and acid-base balance"
"276.1",80,14,5.80688623571481,1.26905157678655e-09,3.29095845330292,10.2462331971076,"Electrolyte imbalance"
"276.11",101,6,17.0674371205083,1.46008771801208e-11,7.49006866837531,38.8911534406118,"Hyperosmolality and/or hypernatremia"
"276.12",768,87,9.11121329226142,6.10130954338355e-85,7.29922139027767,11.3730223017558,"Hyposmolality and/or hyponatremia"
"276.13",201,26,7.92196333731392,3.12147198377884e-23,5.2650270618262,11.9196924119851,"Hyperpotassemia"
"276.14",730,61,12.4901980558017,5.2397239399884e-80,9.61832035054612,16.2195728346991,"Hypopotassemia"
"276.4",2,1,1.99850688955528,0.571840865426587,0.181217773771725,22.039945113944,"Acid-base balance disorder"
"276.41",156,13,12.3619693789748,3.05815114245117e-18,7.01973553018266,21.7698068922453,"Acidosis"
"276.42",17,1,17.2107951313708,0.00568670364384538,2.29037982194686,129.328535911669,"Alkalosis"
"276.5",834,49,17.8738782374164,1.19984988439724e-85,13.3992840546709,23.8427308461021,"Hypovolemia"
"276.6",98,6,16.6262381329937,2.32987291899541e-11,7.2912451335573,37.9128378475113,"Fluid overload"
"276.8",2,0,227400607.743117,0.998532089226286,0,Inf,"Polydipsia"
"277",8,7,1.15375509547101,0.782303278474887,0.418344154421622,3.18195152545083,"Other disorders of metabolism"
"277.1",0,0,NA,NA,NA,NA,"Disorders of porphyrin metabolism"
"277.2",0,0,NA,NA,NA,NA,"Other disorders of purine and pyrimidine metabolism"
"277.4",2,0,217962880.777665,0.998534874695895,0,Inf,"Hyperbilirubinemia"
"277.5",4,2,1.9969166466341,0.424527770352285,0.36575731418574,10.9025190719203,"Other disorders of lipoid metabolism and hyperalimentation"
"277.51",11,4,2.79557635201234,0.0783158908169619,0.890075660349273,8.780430123057,"Lipoprotein disorders"
"277.6",4,0,218958400.635618,0.997927301876002,0,Inf,"Other deficiencies of circulating enzymes"
"277.7",29,24,1.22023666781478,0.470747749449846,0.710461365697258,2.09578957754923,"Dysmetabolic syndrome X"
"277.8",1,0,217136644.250456,0.998964096722233,0,Inf,"Carnitine deficiencies"
"277.9",6,3,2.00820217814497,0.324119776115736,0.502233295730494,8.02988575745543,"Other disorders of metabolic, endocrine, immunity disorders"
"278",105,112,0.950109674070828,0.706434912046797,0.727972592581587,1.24003074011582,"Overweight"
"278.1",595,262,2.35023770633809,1.03745717741159e-30,2.03224622020582,2.71798624663399,"Obesity"
"278.11",566,217,2.69360760782518,2.43118401887691e-35,2.30327986203418,3.1500826558375,"Morbid obesity"
"278.3",2,1,2.02091645093352,0.565672969085232,0.183241185579481,22.2881296513018,"Localized adiposity"
"278.4",34,20,1.7566294547522,0.0457414028151647,1.01071933445903,3.05302069140152,"Abnormal weight gain"
"279",11,2,5.51261104405084,0.0263750035735143,1.22187793813384,24.8706352529809,"Immune disorders"
"279.1",18,2,9.03336722682241,0.00314894855459946,2.09600765913027,38.9319777049333,"Immunity deficiency"
"279.11",22,15,1.46185797613484,0.256803452732254,0.758374605047697,2.81790651765646,"Deficiency of humoral immunity"
"279.2",4,3,1.33656926831666,0.704066682086239,0.29913910111817,5.97186192754802,"Autoimmune disease NEC"
"279.7",26,15,1.74344584403233,0.0864834141903312,0.923414994354634,3.29169813102066,"Other immunological findings"
"279.8",5,2,2.4939079319879,0.274719006079952,0.483852904795496,12.8542718491293,"Other disorders of the immune mechanism"
"280",0,0,NA,NA,NA,NA,"Iron deficiency anemias NOS"
"280.1",594,200,3.0437991439857,3.37469414824999e-42,2.59305961504847,3.5728886351712,"Iron deficiency anemias"
"280.11",11,7,1.58833891219948,0.338615219382298,0.615693840474441,4.09752434434455,"Other iron deficiency anemias"
"280.2",80,28,2.90460939574483,1.20201964759004e-06,1.88864742867161,4.4670887820408,"Iron deficiency anemia secondary to blood loss"
"281",4,1,4.1281393412689,0.204824699705388,0.461231193281561,36.9479225801818,"Pernicious or B12 deficiency anemia"
"281.1",1,3,0.338498674865185,0.348215265174591,0.0352062028136705,3.25457856082662,"Megaloblastic anemia"
"281.11",81,62,1.31120878937898,0.108353659518283,0.94196020194917,1.82520289688148,"Pernicious anemia"
"281.12",81,48,1.70161846305661,0.00352141560482767,1.19070246647162,2.4317623212752,"Vitamin B12 deficiency anemia"
"281.13",5,1,4.99501487518022,0.142023310704939,0.583568543396632,42.7544868303737,"Folate-deficiency anemia"
"281.9",56,17,3.36251695659902,1.19577261535913e-05,1.95390769086151,5.78661946841035,"Deficiency anemias NOS"
"282",0,0,NA,NA,NA,NA,"Hereditary hemolytic anemias"
"282.5",11,3,3.73336558826419,0.0431958003635895,1.04111982644575,13.3875258751126,"Sickle cell anemia"
"282.8",8,4,2.01482652929139,0.252656876388714,0.606686565302787,6.69130680536887,"Other hemoglobinopathies"
"282.9",1,0,219501492.804957,0.998963617396359,0,Inf,"Other hereditary hemolytic anemias"
"283",5,3,1.66194100025988,0.486686819299815,0.397178115631918,6.95417944654462,"Acquired hemolytic anemias"
"283.1",7,1,6.99577860168506,0.0688095991031165,0.860722724553544,56.860260392428,"Autoimmune hemolytic anemias"
"283.2",1,0,218455361.888995,0.998963866787636,0,Inf,"Non-autoimmune hemolytic anemias"
"283.21",0,0,NA,NA,NA,NA,"Hemolytic-uremic syndrome"
"284",20,2,10.0460778745185,0.00186488580003354,2.348102029997,42.9809605253903,"Aplastic anemia"
"284.1",107,11,9.82613599631484,5.33265223396637e-13,5.28272852328753,18.2770983200151,"Pancytopenia"
"284.2",0,0,NA,NA,NA,NA,"Constitutional aplastic anemia"
"285",174,42,4.24251148958217,4.38731152981291e-17,3.02842043221731,5.94333057185805,"Other anemias"
"285.1",173,20,8.9540372587252,1.69903576297174e-20,5.63564791447226,14.2263648204054,"Acute posthemorrhagic anemia"
"285.2",95,24,4.02371316439688,1.10867878536514e-09,2.57117310604569,6.29684076551363,"Anemia of chronic disease"
"285.21",446,120,3.74665049102208,9.351843938452e-38,3.06269216158851,4.58334992916667,"Anemia in chronic kidney disease"
"285.22",32,12,2.6715122429049,0.00369781897166802,1.37599485543346,5.18677641548485,"Anemia in neoplastic disease"
"285.3",7,1,7.04373528134736,0.0678434088833542,0.866610285128136,57.2508860846969,"Sideroblastic anemia"
"285.8",1,0,218354018.514271,0.998963913450814,0,Inf,"Hemoglobinuria"
"285.9",1982,396,5.28731578238625,5.29325804483672e-201,4.74651118135747,5.88973819180502,"Anemia NOS"
"286",102,18,5.71070996035335,9.43187276376087e-12,3.45992501355753,9.42569799157202,"Coagulation defects"
"286.1",3,1,3.01337188601581,0.339443850607482,0.313441486564807,28.9700327258786,"Congenital coagulation defects"
"286.11",9,2,4.52773270969599,0.0533806247164479,0.978245334073885,20.956259924162,"Von willebrand's disease"
"286.12",16,0,218529525.717933,0.995855161848197,0,Inf,"Clotting factor deficiency"
"286.13",0,0,NA,NA,NA,NA,"Congenital factor VIII disorder"
"286.2",35,26,1.34635817279203,0.250704576039985,0.81053049111016,2.23641226249381,"Encounter for long-term (current) use of anticoagulants"
"286.3",0,1,4.68887847922062e-09,0.998965202426635,0,Inf,"Coagulation defects complicating pregnancy or postpartum"
"286.4",0,0,NA,NA,NA,NA,"Acquired coagulation factor deficiency"
"286.5",640,349,1.84837752204954,2.67086399585051e-20,1.6223595600421,2.10588302874694,"Hemorrhagic disorder due to intrinsic circulating anticoagulants"
"286.6",6,2,3.02083831360232,0.175760543544021,0.609658596638905,14.9681545823139,"Defibrination syndrome"
"286.7",6,0,218120725.654743,0.997462092703425,0,Inf,"Other and unspecified coagulation defects"
"286.8",56,14,4.02882824383791,3.1147127371598e-06,2.24292267264837,7.2367439217958,"Hypercoagulable state"
"286.81",3,5,0.603251427112815,0.488896346786334,0.144164574279226,2.5242836954438,"Primary hypercoagulable state"
"286.9",32,12,2.71987444282754,0.00312403456809312,1.40071906104021,5.28137096903123,"Abnormal coagulation profile"
"287",14,4,3.56884868030267,0.0248531133504583,1.17453903942153,10.8439825969267,"Purpura and other hemorrhagic conditions"
"287.1",2,1,1.99190986713814,0.57367834188513,0.180619390411469,21.9672146482359,"Spontaneous ecchymoses"
"287.2",1,0,218057517.750473,0.998963964530555,0,Inf,"Allergic purpura"
"287.3",213,52,4.15801396789629,3.19899925409279e-20,3.07051682762938,5.6306742896338,"Thrombocytopenia"
"287.31",33,15,2.21639102911479,0.0105982382891842,1.20383726894383,4.08060899979476,"Primary thrombocytopenia"
"287.32",15,0,223992988.159512,0.99598338782246,0,Inf,"Secondary thrombocytopenia"
"287.4",0,0,NA,NA,NA,NA,"Qualitative platelet defects"
"288",37,3,12.5722918946606,2.47820017254784e-05,3.87618870491752,40.7778195328887,"Diseases of white blood cells"
"288.1",37,21,1.79667094757383,0.0320534108444331,1.05151435292317,3.06988343514482,"Decreased white blood cell count"
"288.11",75,27,2.78497139773946,5.02913221136845e-06,1.79382010858695,4.32377006428845,"Neutropenia"
"288.2",309,38,8.38613973477028,3.86912068475522e-35,5.987020841802,11.7466335109543,"Elevated white blood cell count"
"288.3",2,2,1.00002521060278,0.999979885167829,0.140866153168061,7.09929531935199,"Eosinophilia"
"289",12,10,1.22383110312069,0.637183835382832,0.528667828226149,2.83308816802999,"Diseases of blood and blood-forming organs"
"289.1",0,0,NA,NA,NA,NA,"Myelofibrosis"
"289.3",2,3,0.670763445481501,0.661802829984084,0.112068124203944,4.01473302948688,"HX of diseases of blood and blood-forming organs"
"289.4",42,29,1.49324412869637,0.0968875066928524,0.930145615616112,2.39723543330278,"Lymphadenitis"
"289.5",1,0,217485431.816528,0.998964017386646,0,Inf,"Diseases of spleen"
