"","Phecode","No. Schizoaffective Patients with P","No. Schizophrenia Patients with P","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"1164","575",0,0,NA,NA,NA,NA,"Other biliary tract disease"
"1165","575.1",0,1,4.57392213043035e-09,0.998963794388401,0,Inf,"Cholangitis"
"1166","575.2",1,1,1.0032437294886,0.998172890409105,0.0627512074262341,16.0394998286106,"Obstruction of bile duct"
"1167","575.6",0,0,NA,NA,NA,NA,"Cholesterolosis of gallbladder"
"1168","575.7",0,0,NA,NA,NA,NA,"Other disorders of gallbladder"
"1169","575.8",0,4,5.14496595690091e-09,0.997974472725181,0,Inf,"Other disorders of biliary tract"
"1170","575.9",0,0,NA,NA,NA,NA,"Nonspecific abnormal findings on exam of biliary tract"
"1171","577",0,5,5.06131039317286e-09,0.997742310723729,0,Inf,"Diseases of pancreas"
"1172","577.1",1,8,0.125594454587561,0.0504620103957469,0.0157082296204512,1.00418490207261,"Acute pancreatitis"
"1173","577.2",0,3,4.63994149369136e-09,0.998206685112097,0,Inf,"Chronic pancreatitis"
"1174","577.3",1,2,0.509442107097064,0.581888322543845,0.0461846929223424,5.61942158887766,"Cyst and pseudocyst of pancreas"
"1175","578",0,0,NA,NA,NA,NA,"Gastrointestinal hemorrhage"
"1176","578.1",2,1,2.12101668550522,0.539580281113337,0.191971463564135,23.4342734939278,"Hematemesis"
"1177","578.2",0,5,1.87356222269919e-09,0.998537229807017,0,Inf,"Blood in stool"
"1178","578.8",3,3,1.11507455348172,0.894306675047585,0.223591291078686,5.56100040311893,"Hemorrhage of rectum and anus"
"1179","578.9",1,10,0.113209519959154,0.0386379425663657,0.0143615838079446,0.89240821769897,"Hemorrhage of gastrointestinal tract"
"1180","579",0,3,1.84074351551106e-09,0.998861880995958,0,Inf,"Other symptoms involving abdomen and pelvis"
"1181","579.2",1,0,659404910.915272,0.999336744681202,0,Inf,"Splenomegaly"
"1182","579.8",0,0,NA,NA,NA,NA,"Nonspecific abnormal findings in stool contents"
"1183","580",0,0,NA,NA,NA,NA,"Nephritis; nephrosis; renal sclerosis"
"1184","580.1",0,0,NA,NA,NA,NA,"Glomerulonephritis"
"1185","580.11",0,0,NA,NA,NA,NA,"Proliferative glomerulonephritis"
"1186","580.12",0,1,4.92445342385543e-09,0.998968944139551,0,Inf,"Non-proliferative glomerulonephritis"
"1187","580.13",0,0,NA,NA,NA,NA,"Acute glomerulonephritis, NOS"
"1188","580.14",0,0,NA,NA,NA,NA,"Chronic glomerulonephritis"
"1189","580.2",0,1,1.99378225357339e-09,0.999348466055171,0,Inf,"Nephrotic syndrome without mention of glomerulonephritis"
"1190","580.3",0,0,NA,NA,NA,NA,"Nephritis and nephropathy without mention of glomerulonephritis"
"1191","580.31",1,3,0.347333622206567,0.359991484243043,0.0360926905032698,3.34252291621776,"Nephritis and nephropathy in diseases classified elsewhere"
"1192","580.32",0,0,NA,NA,NA,NA,"Nephritis & nephropathy"
"1193","580.4",0,1,4.74887988137084e-09,0.998966117623239,0,Inf,"Renal sclerosis, NOS"
"1194","585",0,0,NA,NA,NA,NA,"Renal failure"
"1195","585.1",39,58,0.747045935243098,0.164120871755465,0.495374676258103,1.12657682378673,"Acute renal failure"
"1196","585.2",3,11,0.277803933486489,0.0492583655100212,0.0774966460553903,0.995849877237338,"Renal failure NOS"
"1197","585.3",27,45,0.629002252403355,0.0571306546302612,0.390123461560852,1.01415032037693,"Chronic renal failure"
"1198","585.31",13,11,1.21966563656621,0.628100754871391,0.546131614368067,2.72385671490882,"Renal dialysis"
"1199","585.32",11,20,0.548870306817415,0.110020444200486,0.262994608785649,1.14549349546317,"End stage renal disease"
"1200","585.33",48,4,12.4654379595713,1.25217588169514e-06,4.49426104818794,34.574570070106,"Chronic Kidney Disease, Stage III"
"1201","585.34",6,1,6.4170711296782,0.0856261951027433,0.770540203283576,53.4414709419058,"Chronic Kidney Disease, Stage IV"
"1202","585.4",13,6,2.25770638582036,0.0991706549056111,0.857586030134099,5.94370470770959,"Chronic kidney disease, Stage I or II"
"1203","586",3,18,0.183447651019434,0.00661245157630568,0.0539495977063312,0.623786684151652,"Other disorders of the kidney and ureters"
"1204","586.1",0,0,NA,NA,NA,NA,"Anatomical abnormatilies of kidney and ureters"
"1205","586.11",0,0,NA,NA,NA,NA,"Small kidney"
"1206","586.12",0,0,NA,NA,NA,NA,"Vesicoureteral reflux"
"1207","586.2",2,2,1.01970084644265,0.984435720835004,0.143622345701134,7.2397495748995,"Cyst of kidney, acquired"
"1208","586.3",1,0,218630744.262518,0.998963788339135,0,Inf,"Vascular disorders of kidney/hypertrophy"
"1209","586.4",1,0,218775093.321209,0.99896374570559,0,Inf,"Stricture/obstruction of ureter"
"1210","587",2,6,0.334516495640052,0.179867835676934,0.0675157308727516,1.65741056800828,"Kidney replaced by transpant"
"1211","588",2,1,2.00109244933118,0.571123156418123,0.181452257938566,22.0684550099454,"Disorders resulting from impaired renal function"
"1212","588.1",1,1,1.00048863875542,0.99972438246559,0.0625793856003761,15.9953234867274,"Renal osteodystrophy"
"1213","588.2",5,12,0.418345008805379,0.101602629268964,0.147380005230027,1.18749179116406,"Secondary hyperparathyroidism (of renal origin)"
"1214","589",0,1,6.56423965044544e-09,0.99901542885477,0,Inf,"Abnormal kidney function"
"1215","590",0,3,5.53591269479396e-09,0.99828377805597,0,Inf,"Infections of kidney"
"1216","591",54,97,0.615255023793088,0.00453850165102816,0.439924347107806,0.860463274631785,"Urinary tract infection"
"1217","592",0,0,NA,NA,NA,NA,"Cystitis and urethritis"
"1218","592.1",1,1,1.01504843101778,0.991573482520091,0.0634849653767393,16.229406619306,"Cystitis"
"1219","592.11",2,5,0.500793454116014,0.41565039403895,0.0947289730813725,2.64749078901146,"Acute cystitis"
"1220","592.12",0,0,NA,NA,NA,NA,"Chronic cystitis"
"1221","592.13",1,1,1.39280640977807,0.816054008005152,0.0854163336547369,22.7112264377939,"Chronic interstitial cystitis"
"1222","592.2",0,1,4.67221125764224e-09,0.998965022832248,0,Inf,"Urethritis and urethral syndrome"
"1223","592.21",0,0,NA,NA,NA,NA,"Urethral syndrome"
"1224","592.3",0,0,NA,NA,NA,NA,"Urethral stricture due to infecton"
"1225","593",4,3,1.36958053645169,0.680547904916726,0.306453852931814,6.12082644052991,"Hematuria"
"1226","593.1",0,2,6.87217488349246e-09,0.998643439972721,0,Inf,"Gross hematuria"
"1227","593.2",2,1,2.29165280685369,0.500072021477917,0.205795377485047,25.5189045125271,"Microscopic hematuria"
"1228","594",1,3,0.34953769320109,0.362899596781753,0.0363170427276781,3.36416706295376,"Urinary calculus"
"1229","594.1",7,17,0.478690725144224,0.104809945666673,0.196534203168147,1.16592840658405,"Calculus of kidney"
"1230","594.2",0,0,NA,NA,NA,NA,"Calculus of lower urinary tract"
"1231","594.3",3,2,1.64133897287953,0.588591931985575,0.272514708966955,9.88568152561592,"Calculus of ureter"
"1232","594.8",0,2,5.97353610981862e-09,0.998994966603177,0,Inf,"Renal colic"
"1233","595",4,4,1.0523506048611,0.942515763596755,0.262917976401747,4.2121189684623,"Hydronephrosis"
"1234","596",1,0,659120164.484884,0.999336750606174,0,Inf,"Other disorders of bladder"
"1235","596.1",0,0,NA,NA,NA,NA,"Bladder neck obstruction"
"1236","596.5",6,15,0.448837657114869,0.0999454463515258,0.172820303368471,1.16569198478284,"Functional disorders of bladder"
"1237","597",0,0,NA,NA,NA,NA,"Other disorders of urethra and urinary tract"
"1238","597.1",1,0,660972076.609281,0.99933673041536,0,Inf,"Urethral stricture (not specified as infectious)"
"1239","597.2",1,0,218559514.836364,0.998963800100156,0,Inf,"Urinary complications"
"1240","597.8",0,0,NA,NA,NA,NA,"Urethral hypermobility/ISD"
"1241","598",0,0,NA,NA,NA,NA,"Abnormal findings on examination of urine"
"1242","598.1",0,0,NA,NA,NA,NA,"Proteinuria"
"1243","598.4",0,0,NA,NA,NA,NA,"Other cells and casts in urine"
"1244","598.9",0,1,4.60523149764738e-09,0.998964157462425,0,Inf,"Other nonspecific findings on examination of urine"
"1245","599",3,1,3.00841135301228,0.340159524986022,0.312934548819524,28.9215073985098,"Symptoms/disorders of the urinary system"
"1246","599.1",0,0,NA,NA,NA,NA,"Urinary obstruction"
"1247","599.2",13,12,1.17160951411504,0.693316031690309,0.533251326457602,2.57414990916862,"Retention of urine"
"1248","599.3",5,7,0.983575007251581,0.978418451370476,0.296273444365178,3.26529364439944,"Dysuria"
"1249","599.4",17,34,0.591698844745494,0.0810252347636448,0.328165446694324,1.0668628473834,"Urinary incontinence"
"1250","599.5",9,8,1.26652567569238,0.628421614050547,0.486445395445082,3.29756906367742,"Frequency of urination and polyuria"
"1251","599.6",1,0,678669821.560858,0.999336655455781,0,Inf,"Oliguria and anuria"
"1252","599.7",0,0,NA,NA,NA,NA,"Urethral discharge"
"1253","599.8",2,1,2.19529447134471,0.521109914066657,0.198772345604262,24.2454140251052,"Symptoms involving urinary system"
"1254","599.9",2,9,0.286414764603147,0.113035883003393,0.0610101864019249,1.34458558841721,"Other abnormality of urination"
"1255","600",25,27,0.997304028818448,0.992259815067118,0.578035523672453,1.72068200856997,"Hyperplasia of prostate"
"1256","601",0,0,NA,NA,NA,NA,"Inflammatory diseases of prostate"
"1257","601.1",0,1,6.09426688414066e-09,0.998998835664272,0,Inf,"Prostatitis"
"1258","601.11",0,0,NA,NA,NA,NA,"Acute prostatitis"
"1259","601.12",0,1,4.56480945825096e-09,0.998963684893885,0,Inf,"Chronic prostatitis"
"1260","601.2",0,0,NA,NA,NA,NA,"Hydrocele"
"1261","601.3",0,0,NA,NA,NA,NA,"Orchitis and epididymitis"
"1262","601.4",0,0,NA,NA,NA,NA,"Balanoposthitis"
"1263","601.8",2,0,220104845.011185,0.998534067055641,0,Inf,"Other inflammatory disorders of male genital organs"
"1264","602",0,0,NA,NA,NA,NA,"Other disorders of prostate"
"1265","602.3",0,0,NA,NA,NA,NA,"Dysplasia of prostate"
"1266","603",0,0,NA,NA,NA,NA,"Other disorders of testis"
"1267","603.1",0,0,NA,NA,NA,NA,"Hydrocele"
"1268","603.2",0,0,NA,NA,NA,NA,"Spermatocele"
"1269","604",0,0,NA,NA,NA,NA,"Disorders of penis"
"1270","604.1",0,0,NA,NA,NA,NA,"Redundant prepuce and phimosis/BXO"
"1271","604.2",0,0,NA,NA,NA,NA,"Vascular disorders of penis"
"1272","604.3",0,0,NA,NA,NA,NA,"Peyronie's disease"
"1273","605",5,5,1.18491713881769,0.793024227055613,0.333621836080309,4.20844343511713,"Erectile dysfunction"
"1274","608",3,1,3.09604619130355,0.327772384829191,0.321971208123193,29.771301833354,"Male genital disorders"
"1275","609",0,0,NA,NA,NA,NA,"Male infertility and abnormal spermatozoa"
"1276","609.1",0,0,NA,NA,NA,NA,"Infertility, male"
"1277","609.11",0,0,NA,NA,NA,NA,"Azoospermia and oligospermia"
"1278","609.2",0,0,NA,NA,NA,NA,"Abnormal spermatozoa"
"1279","610",0,0,NA,NA,NA,NA,"Benign mammary dysplasias"
"1280","610.1",1,1,2.66606421198691,0.50682798538504,0.147366387954537,48.2328330163741,"Cystic mastopathy"
"1281","610.2",0,0,NA,NA,NA,NA,"Fibroadenosis of breast"
"1282","610.3",0,0,NA,NA,NA,NA,"Fibrosclerosis of breast"
"1283","610.4",0,0,NA,NA,NA,NA,"Benign neoplasm of breast"
"1284","610.8",0,0,NA,NA,NA,NA,"Other specified benign mammary dysplasias"
"1285","611",0,1,2.24326513488044e-09,0.999360735554863,0,Inf,"Abnormal findings on mammogram or breast exam"
"1286","611.1",1,1,1.4385765674688,0.799199782572257,0.0873160634024134,23.7012808391578,"Abnormal mammogram"
"1287","611.11",0,0,NA,NA,NA,NA,"Mammographic microcalcification"
"1288","611.2",0,0,NA,NA,NA,NA,"Abnormal findings on radiological breast exam"
"1289","611.3",2,4,0.865290066681099,0.87479216414876,0.143073063965726,5.23317862037498,"Lump or mass in breast"
"1290","612",0,0,NA,NA,NA,NA,"Breast conditions, congenital or relating to hormones"
"1291","612.1",0,0,NA,NA,NA,NA,"Galactorrhea"
"1292","612.2",0,1,4.93525932131166e-09,0.998969133192766,0,Inf,"Hypertrophy of breast (Gynecomastia)"
"1293","612.3",0,0,NA,NA,NA,NA,"Congenital anomalies of breast"
"1294","613",0,0,NA,NA,NA,NA,"Other nonmalignant breast conditions"
"1295","613.1",0,1,4.57392213313756e-09,0.998963794383848,0,Inf,"Inflammatory disease of breast"
"1296","613.5",1,0,221591616.124816,0.998963094373637,0,Inf,"Mastodynia"
"1297","613.7",0,1,6.56198251960344e-09,0.999015342711836,0,Inf,"Other signs and symptoms in breast"
"1298","613.8",1,0,226841388.348817,0.998962074504752,0,Inf,"Other specified disorders of breast"
"1299","613.9",0,0,NA,NA,NA,NA,"Breast disorder NOS"
"1300","614",0,0,NA,NA,NA,NA,"Inflammatory diseases of female pelvic organs"
"1301","614.1",0,0,NA,NA,NA,NA,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)"
"1302","614.3",0,0,NA,NA,NA,NA,"Pelvic inflammatory disease"
"1303","614.31",0,0,NA,NA,NA,NA,"Acute inflammatory pelvic disease"
"1304","614.32",0,0,NA,NA,NA,NA,"Chronic inflammatory pelvic disease"
"1305","614.33",0,0,NA,NA,NA,NA,"Pelvic inflammatory disease, NOS"
"1306","614.4",0,0,NA,NA,NA,NA,"Inflammatory diseases of uterus, except cervix"
"1307","614.5",0,0,NA,NA,NA,NA,"Inflammatory disease of cervix, vagina, and vulva"
"1308","614.51",0,0,NA,NA,NA,NA,"Cervicitis and endocervicitis"
"1309","614.52",4,11,0.442263976378525,0.165075332485734,0.139774975728216,1.39937369892642,"Vaginitis and vulvovaginitis"
"1310","614.53",0,0,NA,NA,NA,NA,"Cyst or abscess of Bartholin's gland"
"1311","614.54",0,0,NA,NA,NA,NA,"Abscess or ulceration of vulva"
"1312","615",1,1,1,1,0.0625488361661124,15.9875077026897,"Endometriosis"
"1313","617",1,0,636562183.353067,0.999337134110712,0,Inf,"Disorders secondary to childbirth, surgery, trauma"
"1314","618",0,0,NA,NA,NA,NA,"Genital prolapse"
"1315","618.1",0,1,4.57392213670258e-09,0.998963794348865,0,Inf,"Prolapse of vaginal walls"
"1316","618.2",0,1,6.11273807001468e-09,0.998999449685386,0,Inf,"Uterine/Uterovaginal prolapse"
"1317","618.5",0,0,NA,NA,NA,NA,"Prolapse of vaginal vault after hysterectomy"
"1318","618.6",0,0,NA,NA,NA,NA,"Vaginal enterocele, congenital or acquired"
"1319","619",0,1,4.7291926285372e-09,0.99896582207069,0,Inf,"Noninflammatory female genital disorders"
"1320","619.1",0,0,NA,NA,NA,NA,"Noninflammatory disorders of ovary, fallopian tube, & broad ligament"
"1321","619.2",0,1,5.97748646339404e-09,0.998995087299445,0,Inf,"Disorders of uterus, NEC"
"1322","619.3",0,1,6.5772406682061e-09,0.999015925692594,0,Inf,"Noninflammatory disorders of cervix"
"1323","619.4",1,1,1.20898230142943,0.893451669442247,0.0752207821224836,19.4313082625168,"Noninflammatory disorders of vagina"
"1324","619.5",0,0,NA,NA,NA,NA,"Noninflammatory disorders of vulva and perineum"
"1325","620",0,0,NA,NA,NA,NA,"Dysplasia of female genital organs"
"1326","620.1",0,0,NA,NA,NA,NA,"Dysplasia of cervix"
"1327","621",1,0,218487511.296541,0.998963822733164,0,Inf,"Endometrial hyperplasia"
"1328","622",0,0,NA,NA,NA,NA,"Polyp of female genital organs"
"1329","622.1",0,0,NA,NA,NA,NA,"Polyp of corpus uteri"
"1330","622.2",0,0,NA,NA,NA,NA,"Mucous polyp of cervix"
"1331","623",0,0,NA,NA,NA,NA,"Hypertrophy of female genital organs"
"1332","624",0,1,2.1015306230941e-09,0.999353317207328,0,Inf,"Symptoms involving female genital tract"
"1333","624.1",0,0,NA,NA,NA,NA,"Dystrophy of female genital tract"
"1334","624.2",0,0,NA,NA,NA,NA,"Atrophy of female genital tract"
"1335","624.9",2,1,2.65355021320084,0.432706049314386,0.231764830614698,30.3813512831212,"stress incontinence, female"
"1336","625",0,11,5.41618088455114e-09,0.996667985132047,0,Inf,"Symptoms associated with female genital organs"
"1337","625.1",1,0,787812806.243288,0.999338989665741,0,Inf,"Dyspareunia"
"1338","626",1,1,1.22456260744446,0.88609701843749,0.0765894231157418,19.5791209614551,"Disorders of menstruation"
"1339","626.1",0,0,NA,NA,NA,NA,"Irregular menstrual cycle/bleeding"
"1340","626.11",0,3,6.35942208078837e-09,0.998319527559828,0,Inf,"Absent or infrequent menstruation"
"1341","626.12",1,3,0.588739721184209,0.665986517254353,0.0531203262899016,6.52508151791893,"Excessive or frequent menstruation"
"1342","626.13",2,5,0.480278649717849,0.381871192694795,0.092812330224872,2.48531182027133,"Irregular menstrual cycle"
"1343","626.14",0,1,4.57236934080839e-09,0.998963763678758,0,Inf,"Irregular menstrual bleeding"
"1344","626.15",0,0,NA,NA,NA,NA,"Infertility, female, associated with anovulation"
"1345","626.2",1,3,0.391801102355349,0.417875772152851,0.0406012415848066,3.78087215599612,"Dysmenorrhea"
"1346","626.21",0,1,4.66592583219536e-09,0.998964945561471,0,Inf,"Mittelschmerz"
"1347","626.4",0,0,NA,NA,NA,NA,"Premenstrual tension syndromes"
"1348","626.8",0,5,5.32916647824702e-09,0.997718631076728,0,Inf,"Infertility, female"
"1349","627",0,0,NA,NA,NA,NA,"Menopausal & postmenopausal disorders"
"1350","627.1",1,0,219453349.915492,0.998963587253089,0,Inf,"Postmenopausal bleeding"
"1351","627.2",0,4,5.59459462059445e-09,0.998022796777828,0,Inf,"Symptomatic menopause"
"1352","627.21",0,0,NA,NA,NA,NA,"Symptomatic artificial menopause"
"1353","627.22",1,2,0.539468228486209,0.614569681213471,0.0488339713261004,5.95949830913104,"Postmenopausal hormone replacement"
"1354","627.3",0,0,NA,NA,NA,NA,"Postmenopausal atrophic vaginitis"
"1355","627.4",1,0,218704021.710942,0.998963764815389,0,Inf,"Premenopausal menorrhagia"
"1356","627.5",0,0,NA,NA,NA,NA,"Premature menopause and other ovarian failure"
"1357","628",3,5,0.794455924704262,0.763330451241563,0.177669023129639,3.55244940946834,"Ovarian cyst"
"1358","634",0,0,NA,NA,NA,NA,"Miscarriage; stillbirth"
"1359","634.1",0,0,NA,NA,NA,NA,"Missed abortion/Hydatidiform mole"
"1360","634.3",0,0,NA,NA,NA,NA,"Ectopic pregnancy"
"1361","635",0,0,NA,NA,NA,NA,"Hemorrhage during pregnancy; childbirth and postpartum"
"1362","635.2",0,0,NA,NA,NA,NA,"Antepartum hemorrhage, abruptio placentae, and placenta previa"
"1363","635.3",0,0,NA,NA,NA,NA,"Placenta previa and abruptio placenta"
"1364","636",1,0,225264227.654789,0.998962353272844,0,Inf,"Early or threatened labor; hemorrhage in early pregnancy"
"1365","636.1",0,0,NA,NA,NA,NA,"Threatened premature labor"
"1366","636.2",0,0,NA,NA,NA,NA,"Early onset of delivery"
"1367","636.3",1,1,1.61171374634292,0.739332635466951,0.0968888686488528,26.8103161526749,"Hemorrhage in early pregnancy"
"1368","636.8",0,0,NA,NA,NA,NA,"Cervical incompetence"
"1369","637",0,0,NA,NA,NA,NA,"Short gestation; low birth weight; and fetal growth retardation"
"1370","638",2,4,0.511292557491464,0.438724241384936,0.0936008100363116,2.79292539503393,"Other high-risk pregnancy"
"1371","639",0,0,NA,NA,NA,NA,"Complications following abortion or ectopic and molar pregnancies"
"1372","642",2,1,2.41603133033219,0.474676007439713,0.215168862371766,27.128494916989,"Hypertension complicating pregnancy"
"1373","642.1",0,2,5.56587612479545e-09,0.998576390718148,0,Inf,"Preeclampsia and eclampsia"
"1374","643",0,0,NA,NA,NA,NA,"Excessive vomiting in pregnancy"
"1375","643.1",0,0,NA,NA,NA,NA,"Hyperemesis gravidarum"
"1376","644",0,0,NA,NA,NA,NA,"Anemia during pregnancy"
"1377","645",0,0,NA,NA,NA,NA,"Late pregnancy and failed induction"
"1378","646",3,3,1.60793516092559,0.603498957166141,0.267839239871217,9.65301231807535,"Other complications of pregnancy NEC"
"1379","647",0,1,4.56173221167697e-09,0.998963645891281,0,Inf,"Infectious & parasitic conditions complicating pregnancy"
"1380","647.1",0,0,NA,NA,NA,NA,"Infections of genitourinary tract during pregnancy"
"1381","647.3",0,0,NA,NA,NA,NA,"Major puerperal infection"
"1382","649",2,2,1.15323766775188,0.887327340668001,0.160469197983697,8.28792774584017,"Other conditions of the mother complicating pregnancy"
"1383","649.1",0,1,1.98757147452497e-09,0.999348200475186,0,Inf,"Gestational diabetes"
"1384","650",0,0,NA,NA,NA,NA,"Normal delivery"
"1385","651",0,0,NA,NA,NA,NA,"Multiple gestation"
"1386","652",0,0,NA,NA,NA,NA,"Malposition and malpresentation of fetus or obstruction"
"1387","653",0,0,NA,NA,NA,NA,"Problems associated with amniotic cavity and membranes"
"1388","654",0,0,NA,NA,NA,NA,"Abnormality pelvic soft tissues & organs complicating pregnancy"
"1389","654.1",0,0,NA,NA,NA,NA,"Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium"
"1390","654.2",0,0,NA,NA,NA,NA,"Rhesus isoimmunization in pregnancy"
"1391","655",0,3,6.14278520928455e-09,0.9983035772395,0,Inf,"Known or suspected fetal abnormality"
"1392","655.1",0,0,NA,NA,NA,NA,"Abnormality in fetal heart rate or rhythm"
"1393","656",1,0,218042281.325421,0.998963933193678,0,Inf,"Other perinatal conditions"
"1394","656.1",0,0,NA,NA,NA,NA,"Perinatal jaundice/isoimmunization"
"1395","656.2",0,0,NA,NA,NA,NA,"Other respiratory conditions of fetus and newborn"
"1396","656.22",0,0,NA,NA,NA,NA,"Interstitial emphysema and related conditions of newborn"
"1397","656.26",0,0,NA,NA,NA,NA,"Transitory tachypnea or apnea of newborn"
"1398","656.3",0,0,NA,NA,NA,NA,"Endocrine and metabolic disturbances of fetus and newborn"
"1399","656.4",0,0,NA,NA,NA,NA,"Hemorrhage of fetus or newborn"
"1400","656.5",0,0,NA,NA,NA,NA,"Hematological disorders of newborn"
"1401","656.6",0,0,NA,NA,NA,NA,"Perinatal disorders of digestive system"
"1402","656.7",0,0,NA,NA,NA,NA,"Conditions involving the integument and temperature regulation of fetus and newborn"
"1403","656.8",0,0,NA,NA,NA,NA,"Perinatal jaundice"
"1404","656.9",0,0,NA,NA,NA,NA,"Neonatal bradycardia or tachycardia"
"1405","657",0,0,NA,NA,NA,NA,"Infections specific to the perinatal period"
"1406","658",2,0,662808760.650156,0.999062461645143,0,Inf,"Problems associated with amniotic cavity and membranes"
"1407","659",0,0,NA,NA,NA,NA,"Indications for care or intervention related to labor and delivery NEC"
"1408","661",0,1,4.57392213697836e-09,0.99896379432529,0,Inf,"Fetal distress and abnormal forces of labor"
"1409","663",0,0,NA,NA,NA,NA,"Umbilical cord complications during labor and delivery"
"1410","665",0,0,NA,NA,NA,NA,"Obstetrical/birth trauma"
"1411","668",0,0,NA,NA,NA,NA,"Complications with anesthetic in labor and delivery"
"1412","669",0,0,NA,NA,NA,NA,"Complications of labor and delivery NEC"
"1413","671",0,0,NA,NA,NA,NA,"Venous complications in pregnancy and the puerperium"
"1414","674",0,0,NA,NA,NA,NA,"Other complications of the puerperium NEC"
"1415","676",0,0,NA,NA,NA,NA,"Disorders of the breast associated with childbirth & disorders of lactation"
"1416","679",0,0,NA,NA,NA,NA,"Complications of in utero procedures"
"1417","681",3,7,0.476445259551525,0.285015676128566,0.12238560688252,1.85479396745584,"Superficial cellulitis and abscess"
"1418","681.1",2,4,0.554508449618331,0.49650454270129,0.101338517705109,3.03418312859951,"Cellulitis and abscess of hand/fingers"
"1419","681.2",1,1,1.05738146170415,0.968541142777145,0.0660666753302227,16.9231393886131,"Cellulitis and abscess of face"
"1420","681.3",2,3,0.666618872246588,0.65686668743361,0.1113885244429,3.98946590825083,"Cellulitis and abscess of arm"
"1421","681.5",11,12,0.954979732669712,0.91219229085237,0.421131523476959,2.16556168077931,"Cellulitis and abscess of leg"
"1422","681.6",0,4,4.87374502600269e-09,0.997937630287274,0,Inf,"Cellulitis and abscess of foot/toes"
"1423","681.7",5,1,5.00807993414516,0.141377072787491,0.585094673167149,42.8663356154369,"Cellulitis and abscess of trunk"
"1424","686",1,0,218183253.262333,0.99896389149701,0,Inf,"Other local infections of skin and subcutaneous tissue"
"1425","686.1",1,0,218331620.394922,0.998963859415669,0,Inf,"Carbuncle and furuncle"
"1426","686.2",0,1,2.06011994680534e-09,0.9993513695925,0,Inf,"Impetigo"
"1427","686.3",2,1,2.0865107856352,0.548200521043584,0.189145626049734,23.0168011256432,"Pilonidal cyst"
"1428","686.4",0,0,NA,NA,NA,NA,"Pyogenic granuloma"
"1429","686.5",0,2,4.57317726452852e-09,0.998534539837432,0,Inf,"Pyoderma"
"1430","686.9",0,1,4.67502490676566e-09,0.998965064266464,0,Inf,"Unspecified local infection of skin and subcutaneous tissue"
"1431","687",0,0,NA,NA,NA,NA,"Symptoms affecting skin"
"1432","687.1",4,7,0.63936618208475,0.476735799986228,0.186507610884817,2.19180929322015,"Rash and other nonspecific skin eruption"
"1433","687.2",2,1,2.70030605369142,0.419480592352905,0.24213491474032,30.1140080992555,"Localized superficial swelling, mass, or lump"
"1434","687.3",0,0,NA,NA,NA,NA,"Changes in skin texture"
"1435","687.4",5,28,0.200032300700584,0.00096534054240022,0.0769234359742175,0.520165549247956,"Disturbance of skin sensation"
"1436","689",1,1,2.70071156172944,0.526184445881665,0.125101121185784,58.3035777019712,"Dermatosis NOS"
"1437","690",0,0,NA,NA,NA,NA,"Seborheic dermatitis"
"1438","690.1",1,4,0.300622555100344,0.283525117102829,0.0334242598800139,2.70384208833592,"Seborrheic dermatitis"
"1439","691",1,0,227229995.741003,0.998962003711069,0,Inf,"Other congenital anomalies of skin"
"1440","691.1",0,0,NA,NA,NA,NA,"Ichthyosis congenita"
"1441","691.3",0,1,4.57695442742677e-09,0.998963817259244,0,Inf,"Congenital pigmentary anomalies of skin"
"1442","694",0,0,NA,NA,NA,NA,"Dyschromia and Vitiligo"
"1443","694.1",0,0,NA,NA,NA,NA,"Vitiligo"
"1444","694.2",6,2,3.40280659088222,0.134786736485093,0.683628375199883,16.9377005329334,"Other dyschromia"
"1445","694.3",1,0,825662148.514803,0.999114989122128,0,Inf,"Vascular disorders of skin"
"1446","695",0,0,NA,NA,NA,NA,"Erythematous conditions"
"1447","695.1",0,1,2.03253715169755e-09,0.999350131337063,0,Inf,"Toxic erythema"
"1448","695.2",0,0,NA,NA,NA,NA,"Bullous dermatoses"
"1449","695.21",0,0,NA,NA,NA,NA,"Dermatitis herpetiformis"
"1450","695.22",0,0,NA,NA,NA,NA,"Pemphigus and pemphigoid"
"1451","695.3",0,2,4.95913865499801e-09,0.998543906677267,0,Inf,"Rosacea"
"1452","695.4",0,0,NA,NA,NA,NA,"Discoid lupus erythematosus"
"1453","695.41",0,2,4.69890430589209e-09,0.998536946923616,0,Inf,"Lupus erythematosus"
"1454","695.42",3,8,0.37915405922149,0.152047426859505,0.100572814667191,1.42939024924227,"Systemic lupus erythematosus"
"1455","695.6",0,0,NA,NA,NA,NA,"Prurigo"
"1456","695.7",1,1,1.00270937404564,0.998473467919929,0.0627182405340955,16.0308401549055,"Lichen"
"1457","695.8",1,0,636524311.264494,0.999337132732308,0,Inf,"Other specified erythematous conditions"
"1458","695.81",0,0,NA,NA,NA,NA,"Erythema nodosum"
"1459","695.9",0,1,4.57088621009515e-09,0.998963757829603,0,Inf,"Unspecified erythematous condition"
"1460","696",0,0,NA,NA,NA,NA,"Psoriasis & related disorders"
"1461","696.2",0,0,NA,NA,NA,NA,"Parapsoriasis"
"1462","696.3",0,1,4.57993725582911e-09,0.998963863738916,0,Inf,"Pityriasis"
